age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
16,Male,4.5,FPS,Valorant,Console,5.1,Poor,Never,Average,3.45,,Depressed,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,7,4,6.2,104.97,6,Low
33,Female,3.7,Battle Royale,Fortnite,Console,6.5,Poor,Never,Average,,10,Depressed,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.3,3,11.5,23.14,14,Low
18,Female,1.5,RPG,Elden Ring,PC,7.1,Fair,Rarely,Good,1.91,,Withdrawn,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,8.1,1,11.9,0.1,7,Low
19,Male,6.7,Battle Royale,Apex Legends,Mobile,3.8,Very Poor,Sometimes,Below Average,3.61,5,Withdrawn,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,6.6,2,7.5,117.79,8,High
15,Male,6.5,MMO,World of Warcraft,Mobile,4.7,Very Poor,Always,Good,3.57,,Anxious,Sometimes,TRUE,FALSE,FALSE,TRUE,FALSE,4.2,5,2,6.9,109.59,1,Moderate
31,Male,1.4,RPG,Skyrim,Console,8.8,Good,Always,Poor,,1,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,10.5,1,14.6,24.22,3,Low
14,Male,8.3,Mobile Games,Genshin Impact,Multi-platform,6,Very Poor,Always,Poor,1.19,,Restless,Rarely,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,5.5,6,8.2,37.2,4,Moderate
24,Male,9.3,Strategy,Age of Empires,Multi-platform,4,Fair,Never,Poor,,8,Anxious,Daily,TRUE,TRUE,TRUE,TRUE,FALSE,4.3,6.6,6,3.2,170.31,12,Severe
19,Male,4,RPG,Skyrim,Console,6.9,Poor,Always,Excellent,3.33,3,Irritable,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,9.1,1,11.4,29.01,9,Low
15,Male,8,MMO,World of Warcraft,Multi-platform,5.4,Very Poor,Often,Poor,2.83,,Depressed,Rarely,TRUE,FALSE,TRUE,TRUE,TRUE,4,6.3,5,7.3,80.45,4,High
26,Male,6,Strategy,Civilization VI,PC,6,Poor,Always,Poor,,7,Anxious,Never,FALSE,TRUE,FALSE,TRUE,TRUE,1.6,6.2,4,7.9,24.29,14,Moderate
33,Male,4.2,MMO,World of Warcraft,PC,5.9,Fair,Sometimes,Excellent,,7,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0,6.2,2,10.5,17.42,18,Low
14,Male,4,Mobile Games,Genshin Impact,Mobile,6.8,Poor,Sometimes,Good,1.44,,Depressed,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.5,7.8,2,9.6,15.49,3,Low
16,Female,6.5,Mobile Games,PUBG Mobile,PC,5.6,Insomnia,Always,Below Average,1.86,,Euphoric,Never,TRUE,FALSE,FALSE,TRUE,TRUE,2.3,7.1,4,5.9,83.36,2,Moderate
18,Female,8,RPG,Cyberpunk 2077,Mobile,3.2,Poor,Often,Below Average,3.11,,Withdrawn,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,4.8,5.9,6,3.6,41.3,7,High
18,Male,3.5,Strategy,Civilization VI,Mobile,8.8,Fair,Sometimes,Below Average,2.01,,Anxious,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,7.5,1,11.2,24.33,5,Low
15,Female,6.4,Mobile Games,Clash of Clans,PC,5.7,Poor,Often,Average,1.46,,Restless,Daily,FALSE,FALSE,FALSE,FALSE,TRUE,0.9,5.1,5,5.5,84.7,2,Low
19,Male,8.2,FPS,Valorant,Mobile,4,Poor,Sometimes,Below Average,1.1,4,Euphoric,Often,FALSE,FALSE,TRUE,FALSE,TRUE,1.1,5.2,4,4.5,41.81,1,Moderate
15,Male,0.7,MOBA,Dota 2,PC,7.5,Good,Often,Good,3.68,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0,10.6,1,16.5,15.58,2,Low
17,Female,3.7,RPG,Skyrim,PC,5.6,Very Poor,Often,Average,1.27,,Angry,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,9.7,3,10.9,23.73,1,Low
20,Female,2,MOBA,Dota 2,Mobile,7.9,Good,Always,Average,3.82,4,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,10.4,2,12.2,10.61,10,Low
23,Female,9.7,FPS,Call of Duty,Multi-platform,5.7,Very Poor,Always,Below Average,,3,Normal,Sometimes,FALSE,FALSE,TRUE,TRUE,FALSE,1,3.2,6,3.1,118.63,11,High
15,Female,4.3,Mobile Games,Clash of Clans,Multi-platform,5,Poor,Never,Poor,3.12,,Angry,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,7.6,4,8.6,8.15,2,Low
22,Male,3.5,FPS,CS:GO,Console,8.9,Good,Always,Average,2.17,8,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,8.1,1,8.6,44.2,3,Low
19,Female,12.3,FPS,Valorant,PC,3.5,Fair,Sometimes,Poor,2.55,2,Restless,Never,TRUE,TRUE,FALSE,FALSE,TRUE,1.6,4.4,9,1.6,413.29,9,Severe
16,Male,3.8,FPS,CS:GO,Mobile,5,Poor,Rarely,Good,1.68,,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.2,2,9.8,34.33,4,Low
16,Male,10.9,RPG,Cyberpunk 2077,Console,5.3,Poor,Never,Below Average,1.71,,Depressed,Often,TRUE,TRUE,FALSE,FALSE,TRUE,5,5.9,9,0,52.19,2,Severe
26,Male,4.8,FPS,Valorant,Multi-platform,6.3,Good,Rarely,Average,,10,Anxious,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,2.3,9.2,4,6.6,107.55,3,Low
23,Male,3.8,RPG,Skyrim,PC,5.5,Poor,Rarely,Failing,,1,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,7.5,3,10.6,32.76,10,Low
19,Male,12.5,FPS,CS:GO,Multi-platform,5.7,Insomnia,Rarely,Average,1.55,3,Irritable,Daily,FALSE,FALSE,FALSE,TRUE,TRUE,1.3,2.4,9,0,376.05,6,Moderate
22,Other,4.4,Battle Royale,Warzone,Console,6.6,Poor,Often,Below Average,1.66,9,Angry,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.4,2,10.2,17.3,4,Low
16,Male,11.4,Strategy,Age of Empires,Console,3.3,Poor,Often,Poor,1.49,,Euphoric,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,2.9,3.9,7,2.3,233.11,4,High
27,Male,8.9,RPG,Elden Ring,Mobile,4.4,Poor,Never,Poor,,9,Anxious,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,5.8,6,3.3,258.94,1,Moderate
24,Male,2.3,Battle Royale,Apex Legends,Console,8.5,Fair,Never,Good,,5,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,9.5,1,14.1,6.27,2,Low
16,Other,4.7,MMO,World of Warcraft,Console,6.2,Fair,Never,Excellent,3.71,,Angry,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.2,2,7.1,24.44,1,Low
15,Female,5,Strategy,Civilization VI,PC,6.4,Good,Always,Good,1.54,,Normal,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,5.8,2,11.5,10.19,2,Low
17,Male,3,FPS,CS:GO,Mobile,8.4,Poor,Sometimes,Average,1.99,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,9.1,1,12.2,30.68,1,Low
17,Male,7.1,RPG,Cyberpunk 2077,Console,5,Poor,Never,Failing,2.91,,Anxious,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,0.6,6.4,6,5.4,49.26,4,Low
19,Female,8.5,MOBA,Dota 2,Mobile,3.3,Poor,Sometimes,Excellent,1.77,8,Depressed,Never,TRUE,TRUE,FALSE,TRUE,TRUE,1.2,4.7,5,3.8,354.28,6,Severe
25,Female,4.8,MOBA,Mobile Legends,Mobile,6,Fair,Rarely,Below Average,,3,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,9.2,2,9.7,35.97,13,Low
27,Male,1.7,RPG,Cyberpunk 2077,Console,7.7,Fair,Rarely,Excellent,,6,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7,1,10.9,15.3,14,Low
20,Male,8.3,MOBA,Mobile Legends,Multi-platform,5.9,Very Poor,Often,Excellent,1.09,10,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,4,6,3.6,69.71,2,Low
17,Male,12.1,Mobile Games,Genshin Impact,PC,5.6,Insomnia,Rarely,Below Average,1.75,,Normal,Rarely,TRUE,FALSE,TRUE,TRUE,TRUE,6,3,8,2.6,380.39,4,Severe
17,Female,5.8,Battle Royale,Warzone,Multi-platform,6.8,Very Poor,Always,Below Average,2.7,,Angry,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,5.2,3,9.5,123.39,3,Moderate
17,Female,8.5,Mobile Games,PUBG Mobile,Multi-platform,3.9,Poor,Always,Poor,1.42,,Restless,Daily,TRUE,TRUE,FALSE,FALSE,FALSE,1.5,3.6,8,3.8,200.6,4,Severe
19,Male,3.9,Battle Royale,Warzone,Mobile,5.3,Very Poor,Never,Good,1.56,1,Depressed,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,7.9,1,9.5,27.46,5,Low
24,Female,3.7,MOBA,Mobile Legends,Mobile,5.5,Fair,Always,Good,,9,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1,7.7,1,9.7,30.53,7,Low
21,Male,10.4,MOBA,Dota 2,Multi-platform,5.7,Very Poor,Never,Failing,2.21,10,Depressed,Never,TRUE,TRUE,FALSE,TRUE,TRUE,1.1,3.9,6,5.8,380.83,4,Severe
28,Female,6.4,RPG,Cyberpunk 2077,Mobile,6.5,Very Poor,Sometimes,Below Average,,1,Irritable,Daily,FALSE,TRUE,FALSE,FALSE,TRUE,1.5,8.2,4,8.9,86.39,3,Moderate
19,Male,10,RPG,Elden Ring,Multi-platform,5.4,Good,Rarely,Failing,3.7,9,Anxious,Daily,FALSE,FALSE,TRUE,TRUE,FALSE,1,5.8,5,3.9,270.84,6,High
20,Male,11.1,FPS,Valorant,Mobile,5.6,Fair,Rarely,Poor,1.98,6,Restless,Sometimes,TRUE,TRUE,TRUE,FALSE,TRUE,0.4,5.8,6,2,396,4,Severe
19,Male,6.7,Mobile Games,Candy Crush,Console,4.9,Fair,Often,Good,3.55,4,Anxious,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,3.4,6.4,5,8.2,56.05,5,Moderate
24,Male,5.9,FPS,CS:GO,PC,6.8,Good,Rarely,Average,,3,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,6.6,4,6.7,37.44,14,Low
30,Male,3,RPG,Cyberpunk 2077,Multi-platform,8.3,Good,Always,Good,,6,Excited,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1,7.4,1,12.2,13.32,11,Low
17,Male,6.6,MOBA,Dota 2,Console,4.8,Fair,Never,Average,3.92,,Angry,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,6.8,3,5.2,17,3,High
21,Male,11.7,FPS,Overwatch,Mobile,6,Very Poor,Never,Poor,3.05,5,Depressed,Often,FALSE,TRUE,FALSE,TRUE,TRUE,0.8,5.1,7,0,303.54,1,High
23,Female,13,RPG,Elden Ring,Console,5.2,Insomnia,Sometimes,Below Average,,7,Anxious,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,6.4,5.1,8,0,239.25,6,Severe
14,Male,4.3,Mobile Games,Candy Crush,Mobile,5.6,Fair,Rarely,Average,2.63,,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0,6.6,2,9.7,27.9,3,Low
21,Male,4.8,MOBA,Dota 2,Multi-platform,7,Poor,Often,Poor,2.42,3,Angry,Never,FALSE,FALSE,FALSE,TRUE,FALSE,2.7,6,2,7.7,110.49,10,Low
23,Male,3.9,Strategy,Civilization VI,Multi-platform,6.7,Poor,Always,Poor,,8,Angry,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,7.2,2,10.4,29.56,5,Low
17,Female,5.1,Mobile Games,Clash of Clans,PC,7,Good,Often,Below Average,3.96,,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,5.8,1,10.6,97.92,6,Low
19,Male,7.8,MOBA,Mobile Legends,Mobile,4.1,Very Poor,Sometimes,Poor,1.74,4,Anxious,Daily,TRUE,TRUE,TRUE,FALSE,TRUE,1.5,7.2,6,7.1,106.73,2,Severe
18,Female,2.1,Battle Royale,Fortnite,Multi-platform,8.6,Good,Sometimes,Average,1.86,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,9.3,1,9.8,49.39,5,Low
17,Female,6.2,Mobile Games,Genshin Impact,Mobile,5.7,Fair,Sometimes,Below Average,2.22,,Angry,Often,FALSE,TRUE,FALSE,TRUE,TRUE,2.2,5.2,4,5.2,37,6,Moderate
17,Male,6.3,MOBA,Mobile Legends,Console,6.6,Fair,Often,Average,3.01,,Anxious,Never,FALSE,TRUE,FALSE,TRUE,TRUE,2,6.9,2,8.6,147.26,2,Moderate
21,Male,8.4,FPS,Valorant,Multi-platform,5.1,Poor,Never,Below Average,2.38,10,Anxious,Rarely,TRUE,TRUE,TRUE,FALSE,TRUE,1.8,5.8,6,2.8,73.12,8,Severe
22,Male,10.3,Strategy,Age of Empires,PC,5.8,Poor,Sometimes,Poor,2.9,10,Irritable,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,3.9,4.1,6,2.9,446.66,11,Severe
17,Female,3.2,Battle Royale,Fortnite,PC,7.2,Good,Never,Poor,3.6,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,7.9,1,13.8,12.37,3,Low
28,Female,8.6,MOBA,League of Legends,Multi-platform,4.2,Fair,Rarely,Average,,2,Anxious,Sometimes,FALSE,TRUE,TRUE,FALSE,TRUE,3.7,5.3,6,4.8,309.02,9,Severe
19,Female,4.3,Battle Royale,Fortnite,Console,5.5,Fair,Often,Below Average,1.96,1,Depressed,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1,8.2,3,8.1,18.74,4,Low
23,Male,5.4,Battle Royale,Warzone,Multi-platform,6.7,Good,Often,Average,,9,Normal,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0,7.2,3,12,101.27,10,Low
17,Female,4.4,FPS,Overwatch,Mobile,6.1,Fair,Never,Poor,1.03,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,9.5,2,8.1,35.72,5,Low
18,Male,11.4,Battle Royale,Fortnite,Mobile,4.6,Very Poor,Sometimes,Below Average,1.61,,Anxious,Often,TRUE,FALSE,FALSE,FALSE,TRUE,2.5,5.1,8,0.2,151.46,5,High
17,Male,8.6,RPG,Skyrim,Multi-platform,4.9,Poor,Never,Poor,2.95,,Irritable,Often,TRUE,TRUE,TRUE,TRUE,TRUE,2.6,5.6,5,3.8,123.19,7,Severe
15,Female,7,Strategy,Civilization VI,PC,4,Poor,Rarely,Failing,1.93,,Anxious,Often,TRUE,FALSE,FALSE,TRUE,TRUE,0.1,8.4,4,3.7,65.22,5,Moderate
29,Male,5.8,MMO,World of Warcraft,Console,6.6,Good,Rarely,Poor,,1,Normal,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,0.5,7.7,4,9.5,27.31,4,Moderate
17,Male,6.2,Strategy,Civilization VI,PC,5.4,Poor,Rarely,Average,3.01,,Anxious,Never,FALSE,FALSE,FALSE,TRUE,FALSE,2.2,7,5,6.2,115.5,7,Low
17,Male,6.3,MMO,Elder Scrolls Online,PC,6.2,Very Poor,Often,Good,2.75,,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,0.8,7.9,3,7.5,35.84,7,Low
22,Male,13.5,FPS,Overwatch,Mobile,4.3,Very Poor,Never,Poor,1.93,10,Restless,Often,FALSE,TRUE,FALSE,TRUE,FALSE,0.8,2,10,0,52.68,8,High
26,Male,7.4,Mobile Games,Genshin Impact,PC,3,Fair,Often,Poor,,3,Euphoric,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,7.7,4,5,75.3,2,High
20,Male,1.2,MOBA,Dota 2,Multi-platform,8.2,Fair,Rarely,Average,1.86,10,Restless,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,9.7,1,15.1,39.28,1,Low
18,Male,2.3,Strategy,Age of Empires,Mobile,7.4,Fair,Often,Excellent,1.76,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,10.2,2,12.9,35.69,6,Low
22,Female,4.6,MOBA,League of Legends,Console,6,Fair,Never,Excellent,1.71,2,Euphoric,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.5,7.5,3,9,46.89,11,Low
29,Male,0.7,MOBA,Mobile Legends,Multi-platform,7.3,Fair,Sometimes,Below Average,,4,Restless,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,8.5,1,11.8,46.38,15,Low
18,Male,0.6,Mobile Games,Candy Crush,Console,8.1,Fair,Often,Good,1.46,,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,10.8,1,13.5,36.92,8,Low
19,Male,4.8,Mobile Games,Genshin Impact,PC,6.8,Poor,Often,Average,3.46,6,Euphoric,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,8.4,3,11.1,47.78,4,Low
23,Male,5.5,MMO,World of Warcraft,Console,6.3,Poor,Never,Poor,,6,Excited,Rarely,FALSE,FALSE,FALSE,TRUE,TRUE,1.7,6.6,4,7.6,51.25,8,Low
18,Male,6.3,RPG,Skyrim,Multi-platform,5.6,Good,Never,Good,1.02,,Irritable,Often,FALSE,TRUE,FALSE,TRUE,FALSE,0.7,5.8,4,10.8,10.47,5,Moderate
21,Male,11.9,Strategy,StarCraft II,Console,4.2,Poor,Always,Poor,3.34,3,Anxious,Never,TRUE,TRUE,TRUE,TRUE,TRUE,2.6,4.1,8,2.6,374.32,10,Severe
21,Male,4.1,RPG,Elden Ring,PC,5.2,Fair,Always,Good,2.63,9,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,8.7,3,11.2,45.63,2,Low
19,Female,0.8,FPS,Call of Duty,PC,7.4,Fair,Sometimes,Good,1.43,2,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,8.8,1,11.8,35.12,3,Low
17,Female,3.7,Strategy,StarCraft II,PC,5.5,Fair,Rarely,Average,1.86,,Euphoric,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.3,1,11,22.33,7,Low
23,Male,11,MOBA,League of Legends,Multi-platform,3.4,Very Poor,Always,Poor,,6,Restless,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,2.5,4.5,7,0,144.47,8,Severe
27,Male,1.5,FPS,Valorant,Mobile,9,Good,Sometimes,Average,,3,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,10.4,1,12,10.08,12,Low
17,Male,6.6,Mobile Games,Clash of Clans,PC,3.7,Poor,Always,Below Average,1.5,,Angry,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,1.2,5.5,6,5.3,29.91,7,High
16,Female,5.9,RPG,Skyrim,Console,6.6,Fair,Always,Below Average,1.77,,Anxious,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,0.2,5.9,3,6.5,19.38,2,Moderate
33,Female,5.5,MOBA,League of Legends,PC,6.1,Good,Never,Below Average,,5,Normal,Never,FALSE,TRUE,FALSE,FALSE,FALSE,1.4,8.1,3,6.4,82.37,6,Moderate
16,Male,11.4,MOBA,League of Legends,Console,3,Poor,Always,Below Average,3.91,,Anxious,Sometimes,TRUE,FALSE,TRUE,FALSE,TRUE,1.5,5.6,7,3.1,73.87,2,Severe
18,Female,2.7,MMO,Elder Scrolls Online,Multi-platform,8.6,Good,Often,Excellent,3.85,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,6.9,1,9.7,42.45,3,Low
22,Male,5.5,FPS,Valorant,Console,6,Insomnia,Often,Average,1.06,1,Normal,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,8.8,3,9.6,91.34,10,Low
15,Male,7.3,MOBA,Mobile Legends,Mobile,4.5,Very Poor,Never,Average,2.89,,Anxious,Daily,TRUE,TRUE,FALSE,TRUE,TRUE,1.6,4.9,5,6,115.77,1,High
24,Male,7.7,MMO,World of Warcraft,Mobile,3.2,Poor,Often,Failing,,8,Euphoric,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,1,5.7,3,4,30.64,7,High
19,Female,8.3,Battle Royale,Apex Legends,Console,5.5,Poor,Always,Average,1.44,10,Restless,Sometimes,TRUE,TRUE,TRUE,FALSE,TRUE,1.4,4.4,5,8.2,10.32,4,Severe
19,Male,9.5,MMO,Elder Scrolls Online,Multi-platform,4.6,Very Poor,Often,Below Average,3.65,1,Normal,Daily,TRUE,FALSE,FALSE,FALSE,TRUE,3.4,3.7,6,6.9,336.84,7,High
20,Female,10,Battle Royale,PUBG,Multi-platform,5.3,Very Poor,Never,Below Average,2.71,7,Irritable,Never,TRUE,FALSE,FALSE,FALSE,TRUE,5.7,6.9,5,2,386.2,4,High
27,Male,2.8,Battle Royale,Fortnite,Console,7.3,Good,Often,Average,,7,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,2.2,9.3,1,11.2,16.42,14,Low
21,Male,8.6,MOBA,League of Legends,Multi-platform,4,Fair,Sometimes,Poor,2.67,4,Anxious,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,1.6,6.9,5,1.7,471.04,2,Severe
16,Female,4.9,Strategy,StarCraft II,PC,5.1,Poor,Always,Average,3.44,,Euphoric,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.8,9.2,3,9.8,89.56,2,Low
17,Male,3.4,RPG,Skyrim,PC,8.8,Good,Sometimes,Good,2.86,,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,8.5,1,9.5,13.73,5,Low
19,Male,2.2,FPS,Valorant,Console,8.9,Good,Always,Good,1.03,10,Excited,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9,1,14,38.09,3,Low
20,Female,4.2,RPG,Elden Ring,Console,6.1,Fair,Often,Below Average,2.77,2,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,7.8,3,10.9,22.92,1,Low
18,Male,5,Strategy,Age of Empires,PC,6.4,Fair,Often,Below Average,2.76,,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.8,5.7,3,8.8,130.46,5,Low
21,Other,7.9,Strategy,StarCraft II,PC,5.1,Poor,Rarely,Poor,1.63,6,Anxious,Sometimes,FALSE,TRUE,FALSE,FALSE,FALSE,1.6,5.8,4,6.3,70.68,9,Moderate
21,Female,10.7,Mobile Games,PUBG Mobile,Console,3.7,Very Poor,Often,Average,1.13,6,Depressed,Sometimes,TRUE,FALSE,FALSE,TRUE,TRUE,0.1,5.7,8,0.7,394.92,2,High
25,Male,8.6,Battle Royale,Fortnite,PC,5.1,Poor,Often,Below Average,,9,Anxious,Daily,FALSE,FALSE,TRUE,FALSE,TRUE,2.8,6.6,6,5.5,141.47,5,High
28,Female,8.8,MOBA,League of Legends,Console,4.8,Poor,Rarely,Failing,,5,Irritable,Sometimes,FALSE,FALSE,TRUE,FALSE,TRUE,4.2,7.4,6,2.5,442.42,5,High
23,Male,3.4,Battle Royale,Fortnite,Mobile,7.5,Good,Sometimes,Good,,6,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.9,1,13.9,36.34,9,Low
21,Female,6.3,FPS,Valorant,PC,6.1,Good,Never,Poor,1.67,4,Normal,Rarely,FALSE,TRUE,FALSE,TRUE,TRUE,4.1,5.1,2,9.6,120.62,11,Moderate
18,Male,2.1,FPS,Valorant,PC,7.4,Good,Never,Excellent,1.79,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,10.6,2,11.1,39.9,3,Low
17,Male,4.6,RPG,Cyberpunk 2077,Multi-platform,5.1,Fair,Never,Below Average,1.44,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,2,6.1,3,10.6,15.54,3,Low
25,Female,9.8,Mobile Games,Clash of Clans,Console,5.2,Fair,Always,Poor,,7,Euphoric,Often,TRUE,TRUE,TRUE,FALSE,FALSE,8.1,3.2,6,2.2,63.25,10,Severe
20,Male,3,Battle Royale,Fortnite,Mobile,8.1,Good,Never,Excellent,3.26,1,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,9.7,1,8.9,34.88,1,Low
14,Female,2.9,Mobile Games,Candy Crush,Mobile,8.7,Good,Always,Excellent,1.86,,Angry,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,9.2,1,12.3,0.78,4,Low
15,Male,5.8,MMO,Elder Scrolls Online,Multi-platform,6.6,Fair,Often,Good,1.45,,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,7.6,4,7.5,10.87,5,Low
22,Male,5.7,RPG,Elden Ring,PC,6.8,Fair,Always,Good,3.89,6,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.9,6.1,3,6.5,44.8,9,Low
19,Male,7,Strategy,Civilization VI,Console,3.8,Fair,Always,Excellent,3.08,1,Euphoric,Never,TRUE,TRUE,FALSE,FALSE,TRUE,3.3,7,2,9.2,61.59,8,High
15,Female,7.9,RPG,Skyrim,Multi-platform,4.3,Good,Often,Poor,3.4,,Euphoric,Often,FALSE,FALSE,FALSE,TRUE,TRUE,0.7,7.3,5,4.6,80.06,4,Low
20,Male,7,Strategy,Civilization VI,PC,3.6,Very Poor,Never,Poor,1.4,3,Angry,Often,FALSE,TRUE,FALSE,TRUE,TRUE,4,7.6,5,7.2,23.82,3,Moderate
34,Male,1.4,Mobile Games,PUBG Mobile,Multi-platform,8.3,Good,Often,Good,,9,Restless,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,10.4,1,13.5,48.31,16,Low
18,Female,8.7,MMO,Final Fantasy XIV,Console,6,Very Poor,Often,Below Average,2.87,,Depressed,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,6.7,6.6,5,2.6,486.6,1,Severe
16,Female,6,Battle Royale,Fortnite,Console,6,Fair,Always,Good,1.35,,Anxious,Never,FALSE,TRUE,FALSE,FALSE,TRUE,0.5,6,3,5.5,134.04,5,Moderate
17,Female,4.7,Strategy,Civilization VI,PC,5,Good,Never,Good,3.27,,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,3.1,7.9,3,10.2,22.32,7,Low
20,Female,3.9,Strategy,StarCraft II,PC,6,Good,Often,Below Average,1.16,1,Normal,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,8.9,3,8.6,28.45,6,Low
18,Male,7.1,Battle Royale,Apex Legends,Multi-platform,4.4,Very Poor,Always,Below Average,1.49,,Anxious,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,6.3,4,6.8,94.86,2,High
